"Lake","Date","Year","Month","DOY","Precip","SW_Inflw","TOTAL_GW_INTO_LAKE","Total_Inputs"
"SP","1979-05-30",1979,5,150,0,0,48.2,48.2
"SP","1979-05-31",1979,5,151,710,0,51.5,761.5
"SP","1979-06-01",1979,6,152,6910,0,147,7057
"SP","1979-06-02",1979,6,153,5250,0,130,5380
"SP","1979-06-03",1979,6,154,2670,0,84.9,2754.9
"SP","1979-06-04",1979,6,155,612,0,57.2,669.2
"SP","1979-06-05",1979,6,156,979,0,62.7,1041.7
"SP","1979-06-06",1979,6,157,1900,0,79,1979
"SP","1979-06-07",1979,6,158,3040,0,88.7,3128.7
"SP","1979-06-08",1979,6,159,2870,0,93.7,2963.7
"SP","1979-06-09",1979,6,160,10500,0,209,10709
"SP","1979-06-10",1979,6,161,563,0,54.2,617.2
"SP","1979-06-11",1979,6,162,14000,0,246,14246
"SP","1979-06-12",1979,6,163,5290,0,427,5717
"SP","1979-06-13",1979,6,164,0,0,39.5,39.5
"SP","1979-06-14",1979,6,165,0,0,40.8,40.8
"SP","1979-06-15",1979,6,166,0,0,42.1,42.1
"SP","1979-06-16",1979,6,167,0,0,43.5,43.5
"SP","1979-06-17",1979,6,168,12300,0,191,12491
"SP","1979-06-18",1979,6,169,31200,0,17700,48900
"SP","1979-06-19",1979,6,170,0,0,133,133
"SP","1979-06-20",1979,6,171,0,0,25.8,25.8
"SP","1979-06-21",1979,6,172,1180,0,36.1,1216.1
"SP","1979-06-22",1979,6,173,4760,0,97,4857
"SP","1979-06-23",1979,6,174,435,0,36.4,471.4
"SP","1979-06-24",1979,6,175,0,0,30.9,30.9
"SP","1979-06-25",1979,6,176,0,0,32.3,32.3
"SP","1979-06-26",1979,6,177,0,0,33.7,33.7
"SP","1979-06-27",1979,6,178,0,0,35.1,35.1
"SP","1979-06-28",1979,6,179,11900,0,210,12110
"SP","1979-06-29",1979,6,180,0,0,33,33
"SP","1979-06-30",1979,6,181,1040,0,37.9,1077.9
"SP","1979-07-01",1979,7,182,0,0,35.5,35.5
"SP","1979-07-02",1979,7,183,92.3,0,37.2,129.5
"SP","1979-07-03",1979,7,184,0,0,38.6,38.6
"SP","1979-07-04",1979,7,185,13800,0,231,14031
"SP","1979-07-05",1979,7,186,2110,0,68.3,2178.3
"SP","1979-07-06",1979,7,187,0,0,36.4,36.4
"SP","1979-07-07",1979,7,188,0,0,37.9,37.9
"SP","1979-07-08",1979,7,189,0,0,39.4,39.4
"SP","1979-07-09",1979,7,190,0,0,40.8,40.8
"SP","1979-07-10",1979,7,191,0,0,42.3,42.3
"SP","1979-07-11",1979,7,192,30.8,0,44,74.8
"SP","1979-07-12",1979,7,193,0,0,45.5,45.5
"SP","1979-07-13",1979,7,194,154,0,47.6,201.6
"SP","1979-07-14",1979,7,195,979,0,53.1,1032.1
"SP","1979-07-15",1979,7,196,796,0,62.3,858.3
"SP","1979-07-16",1979,7,197,0,0,51.2,51.2
"SP","1979-07-17",1979,7,198,61.5,0,52.9,114.4
"SP","1979-07-18",1979,7,199,0,0,54,54
"SP","1979-07-19",1979,7,200,0,0,55.4,55.4
"SP","1979-07-20",1979,7,201,1170,0,61.2,1231.2
"SP","1979-07-21",1979,7,202,1080,0,74,1154
"SP","1979-07-22",1979,7,203,0,0,58.5,58.5
"SP","1979-07-23",1979,7,204,179,0,60.3,239.3
"SP","1979-07-24",1979,7,205,0,0,61.4,61.4
"SP","1979-07-25",1979,7,206,0,0,62.9,62.9
"SP","1979-07-26",1979,7,207,8620,0,183,8803
"SP","1979-07-27",1979,7,208,3140,0,101,3241
"SP","1979-07-28",1979,7,209,10800,0,227,11027
"SP","1979-07-29",1979,7,210,0,0,55.9,55.9
"SP","1979-07-30",1979,7,211,0,0,57.4,57.4
"SP","1979-07-31",1979,7,212,538,0,59.8,597.8
"SP","1979-08-01",1979,8,213,1940,0,85.2,2025.2
"SP","1979-08-02",1979,8,214,0,0,60.1,60.1
"SP","1979-08-03",1979,8,215,0,0,61.4,61.4
"SP","1979-08-04",1979,8,216,0,0,62.8,62.8
"SP","1979-08-05",1979,8,217,1750,0,75.9,1825.9
"SP","1979-08-06",1979,8,218,0,0,64.5,64.5
"SP","1979-08-07",1979,8,219,0,0,65.7,65.7
"SP","1979-08-08",1979,8,220,0,0,67,67
"SP","1979-08-09",1979,8,221,0,0,68.2,68.2
"SP","1979-08-10",1979,8,222,742,0,70.8,812.8
"SP","1979-08-11",1979,8,223,4720,0,140,4860
"SP","1979-08-12",1979,8,224,0,0,68.4,68.4
"SP","1979-08-13",1979,8,225,2290,0,88.1,2378.1
"SP","1979-08-14",1979,8,226,13600,0,262,13862
"SP","1979-08-15",1979,8,227,1370,0,80.4,1450.4
"SP","1979-08-16",1979,8,228,0,0,63,63
"SP","1979-08-17",1979,8,229,0,0,64,64
"SP","1979-08-18",1979,8,230,2250,0,88.5,2338.5
"SP","1979-08-19",1979,8,231,139,0,66.9,205.9
"SP","1979-08-20",1979,8,232,0,0,65.9,65.9
"SP","1979-08-21",1979,8,233,0,0,67,67
"SP","1979-08-22",1979,8,234,0,0,68.1,68.1
"SP","1979-08-23",1979,8,235,4660,0,118,4778
"SP","1979-08-24",1979,8,236,19100,0,361,19461
"SP","1979-08-25",1979,8,237,2500,0,94.6,2594.6
"SP","1979-08-26",1979,8,238,692,0,68.4,760.4
"SP","1979-08-27",1979,8,239,4660,0,118,4778
"SP","1979-08-28",1979,8,240,9760,0,200,9960
"SP","1979-08-29",1979,8,241,46.3,0,53.6,99.9
"SP","1979-08-30",1979,8,242,3170,0,103,3273
"SP","1979-08-31",1979,8,243,5130,0,449,5579
"SP","1979-09-01",1979,9,244,135,0,53.4,188.4
"SP","1979-09-02",1979,9,245,3540,0,107,3647
"SP","1979-09-03",1979,9,246,5930,0,1840,7770
"SP","1979-09-04",1979,9,247,289,0,55,344
"SP","1979-09-05",1979,9,248,0,0,52,52
"SP","1979-09-06",1979,9,249,0,0,53.7,53.7
"SP","1979-09-07",1979,9,250,211,0,55.7,266.7
"SP","1979-09-08",1979,9,251,815,0,60.2,875.2
"SP","1979-09-09",1979,9,252,57.9,0,58.1,116
"SP","1979-09-10",1979,9,253,0,0,58.3,58.3
"SP","1979-09-11",1979,9,254,0,0,59.7,59.7
"SP","1979-09-12",1979,9,255,5460,0,127,5587
"SP","1979-09-13",1979,9,256,6170,0,145,6315
"SP","1979-09-14",1979,9,257,5580,0,140,5720
"SP","1979-09-15",1979,9,258,384,0,61,445
"SP","1979-09-16",1979,9,259,154,0,58.4,212.4
"SP","1979-09-17",1979,9,260,0,0,57.2,57.2
"SP","1979-09-18",1979,9,261,0,0,58.5,58.5
"SP","1979-09-19",1979,9,262,0,0,59.8,59.8
"SP","1979-09-20",1979,9,263,0,0,60.9,60.9
"SP","1979-09-21",1979,9,264,0,0,61.9,61.9
"SP","1979-09-22",1979,9,265,0,0,62.9,62.9
"SP","1979-09-23",1979,9,266,0,0,63.8,63.8
"SP","1979-09-24",1979,9,267,0,0,64.8,64.8
"SP","1979-09-25",1979,9,268,0,0,65.8,65.8
"SP","1979-09-26",1979,9,269,0,0,66.8,66.8
"SP","1979-09-27",1979,9,270,0,0,67.9,67.9
"SP","1979-09-28",1979,9,271,0,0,68.9,68.9
"SP","1979-09-29",1979,9,272,0,0,70.1,70.1
"SP","1979-09-30",1979,9,273,0,0,71.2,71.2
"SP","1979-10-01",1979,10,274,29,0,72.2,101.2
"SP","1979-10-02",1979,10,275,1240,0,79.1,1319.1
"SP","1979-10-03",1979,10,276,7130,0,183,7313
"SP","1979-10-04",1979,10,277,212,0,73.3,285.3
"SP","1979-10-05",1979,10,278,1640,0,94.6,1734.6
"SP","1979-10-06",1979,10,279,504,0,86.7,590.7
"SP","1979-10-07",1979,10,280,2290,0,103,2393
"SP","1979-10-08",1979,10,281,997,0,86.5,1083.5
"SP","1979-10-09",1979,10,282,0,0,71.8,71.8
"SP","1979-10-10",1979,10,283,2320,0,103,2423
"SP","1979-10-11",1979,10,284,614,0,79.6,693.6
"SP","1979-10-12",1979,10,285,849,0,84.2,933.2
"SP","1979-10-13",1979,10,286,1340,0,92.2,1432.2
"SP","1979-10-14",1979,10,287,984,0,87.1,1071.1
"SP","1979-10-15",1979,10,288,339,0,77.7,416.7
"SP","1979-10-16",1979,10,289,0,0,73.1,73.1
"SP","1979-10-17",1979,10,290,0,0,74.3,74.3
"SP","1979-10-18",1979,10,291,0,0,75.5,75.5
"SP","1979-10-19",1979,10,292,0,0,76.7,76.7
"SP","1979-10-20",1979,10,293,7170,0,178,7348
"SP","1979-10-21",1979,10,294,2290,0,109,2399
"SP","1979-10-22",1979,10,295,6050,0,156,6206
"SP","1979-10-23",1979,10,296,19100,0,3200,22300
"SP","1979-10-24",1979,10,297,30400,0,2630,33030
"SP","1979-10-25",1979,10,298,990,0,399,1389
"SP","1979-10-26",1979,10,299,92.9,0,96.7,189.6
"SP","1979-10-27",1979,10,300,0,0,43.9,43.9
"SP","1979-10-28",1979,10,301,2590,0,43.1,2633.1
"SP","1979-10-29",1979,10,302,0,0,231,231
"SP","1979-10-30",1979,10,303,0,0,2240,2240
"SP","1979-10-31",1979,10,304,0,0,2870,2870
"SP","1979-11-01",1979,11,305,0,0,4340,4340
"SP","1979-11-02",1979,11,306,6980,0,13600,20580
"SP","1979-11-03",1979,11,307,1250,0,2210,3460
"SP","1979-11-04",1979,11,308,117,0,39.6,156.6
"SP","1979-11-05",1979,11,309,0,0,39.9,39.9
"SP","1979-11-06",1979,11,310,0,0,42.3,42.3
"SP","1979-11-07",1979,11,311,2400,0,45.5,2445.5
"SP","1979-11-08",1979,11,312,0,0,44.4,44.4
"SP","1979-11-09",1979,11,313,3540,0,44.2,3584.2
"SP","1979-11-10",1979,11,314,779,0,44.5,823.5
"SP","1979-11-11",1979,11,315,44,0,45.4,89.4
"SP","1979-11-12",1979,11,316,0,0,46.3,46.3
"SP","1979-11-13",1979,11,317,0,0,47.3,47.3
"SP","1979-11-14",1979,11,318,0,0,48.2,48.2
"SP","1979-11-15",1979,11,319,0,0,49.1,49.1
"SP","1979-11-16",1979,11,320,891,0,49.8,940.8
"SP","1979-11-17",1979,11,321,0,0,50.5,50.5
"SP","1979-11-18",1979,11,322,0,0,51.6,51.6
"SP","1979-11-19",1979,11,323,0,0,52.8,52.8
"SP","1979-11-20",1979,11,324,0,0,54.1,54.1
"SP","1979-11-21",1979,11,325,855,0,65.4,920.4
"SP","1979-11-22",1979,11,326,1440,0,76.5,1516.5
"SP","1979-11-23",1979,11,327,7020,0,61.7,7081.7
"SP","1979-11-24",1979,11,328,1650,0,51.4,1701.4
"SP","1979-11-25",1979,11,329,409,0,52,461
"SP","1979-11-26",1979,11,330,87.9,0,52.8,140.7
"SP","1979-11-27",1979,11,331,2510,0,52.4,2562.4
"SP","1979-11-28",1979,11,332,1330,0,52.2,1382.2
"SP","1979-11-29",1979,11,333,236,0,52.7,288.7
"SP","1979-11-30",1979,11,334,2340,0,52.4,2392.4
"SP","1979-12-01",1979,12,335,87.9,0,52.6,140.5
"SP","1979-12-02",1979,12,336,182,0,53,235
"SP","1979-12-03",1979,12,337,0,0,53.3,53.3
"SP","1979-12-04",1979,12,338,0,0,53.6,53.6
"SP","1979-12-05",1979,12,339,0,0,54,54
"SP","1979-12-06",1979,12,340,49.3,0,54.3,103.6
"SP","1979-12-07",1979,12,341,0,0,54.7,54.7
"SP","1979-12-08",1979,12,342,4360,0,53.3,4413.3
"SP","1979-12-09",1979,12,343,146,0,52.8,198.8
"SP","1979-12-10",1979,12,344,144,0,53.1,197.1
"SP","1979-12-11",1979,12,345,0,0,53.4,53.4
"SP","1979-12-12",1979,12,346,0,0,53.8,53.8
"SP","1979-12-13",1979,12,347,0,0,54.1,54.1
"SP","1979-12-14",1979,12,348,0,0,54.4,54.4
"SP","1979-12-15",1979,12,349,0,0,54.6,54.6
"SP","1979-12-16",1979,12,350,0,0,54.9,54.9
"SP","1979-12-17",1979,12,351,213,0,55.1,268.1
"SP","1979-12-18",1979,12,352,0,0,55.3,55.3
"SP","1979-12-19",1979,12,353,0,0,55.5,55.5
"SP","1979-12-20",1979,12,354,0,0,55.7,55.7
"SP","1979-12-21",1979,12,355,0,0,56,56
"SP","1979-12-22",1979,12,356,0,0,56.4,56.4
"SP","1979-12-23",1979,12,357,0,0,56.7,56.7
"SP","1979-12-24",1979,12,358,659,0,56.7,715.7
"SP","1979-12-25",1979,12,359,492,0,56.7,548.7
"SP","1979-12-26",1979,12,360,0,0,56.9,56.9
"SP","1979-12-27",1979,12,361,0,0,57.2,57.2
"SP","1979-12-28",1979,12,362,0,0,57.5,57.5
"SP","1979-12-29",1979,12,363,0,0,57.8,57.8
"SP","1979-12-30",1979,12,364,0,0,58.1,58.1
"SP","1979-12-31",1979,12,365,0,0,58.3,58.3
"SP","1980-01-01",1980,1,1,0,0,58.6,58.6
"SP","1980-01-02",1980,1,2,0,0,59.1,59.1
"SP","1980-01-03",1980,1,3,41.2,0,59.5,100.7
"SP","1980-01-04",1980,1,4,211,0,59.7,270.7
"SP","1980-01-05",1980,1,5,0,0,59.9,59.9
"SP","1980-01-06",1980,1,6,0,0,60.1,60.1
"SP","1980-01-07",1980,1,7,1850,0,59.6,1909.6
"SP","1980-01-08",1980,1,8,12800,0,54.6,12854.6
"SP","1980-01-09",1980,1,9,0,0,52.8,52.8
"SP","1980-01-10",1980,1,10,0,0,53.2,53.2
"SP","1980-01-11",1980,1,11,0,0,53.5,53.5
"SP","1980-01-12",1980,1,12,1040,0,53.4,1093.4
"SP","1980-01-13",1980,1,13,1750,0,52.8,1802.8
"SP","1980-01-14",1980,1,14,2560,0,51.7,2611.7
"SP","1980-01-15",1980,1,15,165,0,51.7,216.7
"SP","1980-01-16",1980,1,16,2760,0,51,2811
"SP","1980-01-17",1980,1,17,8420,0,47.6,8467.6
"SP","1980-01-18",1980,1,18,8770,0,43.6,8813.6
"SP","1980-01-19",1980,1,19,0,0,43,43
"SP","1980-01-20",1980,1,20,0,0,43.7,43.7
"SP","1980-01-21",1980,1,21,0,0,44.2,44.2
"SP","1980-01-22",1980,1,22,0,0,44.5,44.5
"SP","1980-01-23",1980,1,23,856,0,44.7,900.7
"SP","1980-01-24",1980,1,24,1090,0,44.5,1134.5
"SP","1980-01-25",1980,1,25,511,0,44.4,555.4
"SP","1980-01-26",1980,1,26,82.4,0,44.6,127
"SP","1980-01-27",1980,1,27,0,0,44.9,44.9
"SP","1980-01-28",1980,1,28,0,0,45.1,45.1
"SP","1980-01-29",1980,1,29,0,0,45.4,45.4
"SP","1980-01-30",1980,1,30,82.4,0,45.6,128
"SP","1980-01-31",1980,1,31,0,0,45.8,45.8
"SP","1980-02-01",1980,2,32,0,0,46,46
"SP","1980-02-02",1980,2,33,0,0,46.3,46.3
"SP","1980-02-03",1980,2,34,0,0,46.5,46.5
"SP","1980-02-04",1980,2,35,0,0,46.7,46.7
"SP","1980-02-05",1980,2,36,0,0,46.9,46.9
"SP","1980-02-06",1980,2,37,0,0,47.1,47.1
"SP","1980-02-07",1980,2,38,0,0,47.3,47.3
"SP","1980-02-08",1980,2,39,0,0,47.6,47.6
"SP","1980-02-09",1980,2,40,0,0,47.8,47.8
"SP","1980-02-10",1980,2,41,108,0,47.9,155.9
"SP","1980-02-11",1980,2,42,72.1,0,48.2,120.3
"SP","1980-02-12",1980,2,43,320,0,48.3,368.3
"SP","1980-02-13",1980,2,44,24.7,0,48.5,73.2
"SP","1980-02-14",1980,2,45,0,0,48.7,48.7
"SP","1980-02-15",1980,2,46,24.7,0,48.9,73.6
"SP","1980-02-16",1980,2,47,0,0,49.1,49.1
"SP","1980-02-17",1980,2,48,446,0,49.2,495.2
"SP","1980-02-18",1980,2,49,0,0,49.3,49.3
"SP","1980-02-19",1980,2,50,0,0,49.5,49.5
"SP","1980-02-20",1980,2,51,0,0,49.8,49.8
"SP","1980-02-21",1980,2,52,570,0,49.9,619.9
"SP","1980-02-22",1980,2,53,0,0,50.3,50.3
"SP","1980-02-23",1980,2,54,144,0,50.6,194.6
"SP","1980-02-24",1980,2,55,74.2,0,50.9,125.1
"SP","1980-02-25",1980,2,56,24.7,0,51.2,75.9
"SP","1980-02-26",1980,2,57,0,0,51.4,51.4
"SP","1980-02-27",1980,2,58,0,0,51.6,51.6
"SP","1980-02-28",1980,2,59,259,0,51.7,310.7
"SP","1980-02-29",1980,2,60,0,0,51.8,51.8
"SP","1980-03-01",1980,3,61,0,0,52,52
"SP","1980-03-02",1980,3,62,0,0,52.2,52.2
"SP","1980-03-03",1980,3,63,0,0,52.3,52.3
"SP","1980-03-04",1980,3,64,0,0,52.6,52.6
"SP","1980-03-05",1980,3,65,0,0,52.9,52.9
"SP","1980-03-06",1980,3,66,840,0,52.8,892.8
"SP","1980-03-07",1980,3,67,0,0,52.8,52.8
"SP","1980-03-08",1980,3,68,90.8,0,53,143.8
"SP","1980-03-09",1980,3,69,0,0,53.3,53.3
"SP","1980-03-10",1980,3,70,0,0,53.6,53.6
"SP","1980-03-11",1980,3,71,2070,0,53,2123
"SP","1980-03-12",1980,3,72,0,0,52.9,52.9
"SP","1980-03-13",1980,3,73,0,0,53.1,53.1
"SP","1980-03-14",1980,3,74,0,0,53.4,53.4
"SP","1980-03-15",1980,3,75,0,0,53.8,53.8
"SP","1980-03-16",1980,3,76,0,0,54.1,54.1
"SP","1980-03-17",1980,3,77,729,0,54.3,783.3
"SP","1980-03-18",1980,3,78,5090,0,52.5,5142.5
"SP","1980-03-19",1980,3,79,0,0,52,52
"SP","1980-03-20",1980,3,80,0,0,52.6,52.6
"SP","1980-03-21",1980,3,81,0,0,53.3,53.3
"SP","1980-03-22",1980,3,82,0,0,53.8,53.8
"SP","1980-03-23",1980,3,83,0,0,54.3,54.3
"SP","1980-03-24",1980,3,84,2490,0,53.7,2543.7
"SP","1980-03-25",1980,3,85,936,0,53.4,989.4
"SP","1980-03-26",1980,3,86,0,0,53.8,53.8
"SP","1980-03-27",1980,3,87,0,0,54.3,54.3
"SP","1980-03-28",1980,3,88,2340,0,54,2394
"SP","1980-03-29",1980,3,89,90.8,0,54.2,145
"SP","1980-03-30",1980,3,90,0,0,54.8,54.8
"SP","1980-03-31",1980,3,91,0,0,55.4,55.4
"SP","1980-04-01",1980,4,92,0,0,1320,1320
"SP","1980-04-02",1980,4,93,0,0,2370,2370
"SP","1980-04-03",1980,4,94,0,0,2820,2820
"SP","1980-04-04",1980,4,95,0,0,2900,2900
"SP","1980-04-05",1980,4,96,3410,0,2870,6280
"SP","1980-04-06",1980,4,97,0,0,3240,3240
"SP","1980-04-07",1980,4,98,1850,0,12000,13850
"SP","1980-04-08",1980,4,99,3540,0,9910,13450
"SP","1980-04-09",1980,4,100,4020,0,3130,7150
"SP","1980-04-10",1980,4,101,6820,0,2040,8860
"SP","1980-04-11",1980,4,102,648,0,1100,1748
"SP","1980-04-12",1980,4,103,1010,0,1160,2170
"SP","1980-04-13",1980,4,104,622,0,278,900
"SP","1980-04-14",1980,4,105,228,0,48.8,276.8
"SP","1980-04-15",1980,4,106,0,0,46,46
"SP","1980-04-16",1980,4,107,0,0,47.5,47.5
"SP","1980-04-17",1980,4,108,0,0,48.9,48.9
"SP","1980-04-18",1980,4,109,0,0,50.4,50.4
"SP","1980-04-19",1980,4,110,0,0,51.9,51.9
"SP","1980-04-20",1980,4,111,0,0,53.5,53.5
"SP","1980-04-21",1980,4,112,0,0,55,55
"SP","1980-04-22",1980,4,113,0,0,56.4,56.4
"SP","1980-04-23",1980,4,114,0,0,57.9,57.9
"SP","1980-04-24",1980,4,115,292,0,61,353
"SP","1980-04-25",1980,4,116,98.1,0,60.9,159
"SP","1980-04-26",1980,4,117,358,0,65.6,423.6
"SP","1980-04-27",1980,4,118,0,0,61.9,61.9
"SP","1980-04-28",1980,4,119,0,0,62.8,62.8
"SP","1980-04-29",1980,4,120,0,0,63.8,63.8
"SP","1980-04-30",1980,4,121,0,0,64.8,64.8
"SP","1980-05-01",1980,5,122,0,0,65.8,65.8
"SP","1980-05-02",1980,5,123,0,0,67.4,67.4
"SP","1980-05-03",1980,5,124,0,0,69.1,69.1
"SP","1980-05-04",1980,5,125,0,0,70.9,70.9
"SP","1980-05-05",1980,5,126,0,0,72.8,72.8
"SP","1980-05-06",1980,5,127,0,0,74.8,74.8
"SP","1980-05-07",1980,5,128,0,0,76.3,76.3
"SP","1980-05-08",1980,5,129,690,0,83.4,773.4
"SP","1980-05-09",1980,5,130,371,0,83.3,454.3
"SP","1980-05-10",1980,5,131,0,0,78.2,78.2
"SP","1980-05-11",1980,5,132,1850,0,92,1942
"SP","1980-05-12",1980,5,133,7720,0,194,7914
"SP","1980-05-13",1980,5,134,0,0,75,75
"SP","1980-05-14",1980,5,135,0,0,76.1,76.1
"SP","1980-05-15",1980,5,136,0,0,77.1,77.1
"SP","1980-05-16",1980,5,137,0,0,78,78
"SP","1980-05-17",1980,5,138,0,0,79.4,79.4
"SP","1980-05-18",1980,5,139,0,0,80.7,80.7
"SP","1980-05-19",1980,5,140,2500,0,110,2610
"SP","1980-05-20",1980,5,141,0,0,82,82
"SP","1980-05-21",1980,5,142,0,0,84,84
"SP","1980-05-22",1980,5,143,0,0,86.2,86.2
"SP","1980-05-23",1980,5,144,0,0,88.4,88.4
"SP","1980-05-24",1980,5,145,0,0,90.5,90.5
"SP","1980-05-25",1980,5,146,0,0,92.9,92.9
"SP","1980-05-26",1980,5,147,0,0,94.6,94.6
"SP","1980-05-27",1980,5,148,0,0,96.7,96.7
"SP","1980-05-28",1980,5,149,3180,0,128,3308
"SP","1980-05-29",1980,5,150,3120,0,145,3265
"SP","1980-05-30",1980,5,151,0,0,96.5,96.5
"SP","1980-05-31",1980,5,152,17200,0,326,17526
"SP","1980-06-01",1980,6,153,9880,0,238,10118
"SP","1980-06-02",1980,6,154,425,0,87.6,512.6
"SP","1980-06-03",1980,6,155,1730,0,109,1839
"SP","1980-06-04",1980,6,156,0,0,83.4,83.4
"SP","1980-06-05",1980,6,157,0,0,84.6,84.6
"SP","1980-06-06",1980,6,158,452,0,86.8,538.8
"SP","1980-06-07",1980,6,159,13300,0,274,13574
"SP","1980-06-08",1980,6,160,2300,0,109,2409
"SP","1980-06-09",1980,6,161,11400,0,1680,13080
"SP","1980-06-10",1980,6,162,1140,0,89.6,1229.6
"SP","1980-06-11",1980,6,163,97,0,73.9,170.9
"SP","1980-06-12",1980,6,164,0,0,73.5,73.5
"SP","1980-06-13",1980,6,165,0,0,74.6,74.6
"SP","1980-06-14",1980,6,166,2810,0,101,2911
"SP","1980-06-15",1980,6,167,1550,0,98.7,1648.7
"SP","1980-06-16",1980,6,168,48.5,0,76.2,124.7
"SP","1980-06-17",1980,6,169,0,0,76.4,76.4
"SP","1980-06-18",1980,6,170,0,0,77.4,77.4
"SP","1980-06-19",1980,6,171,7540,0,174,7714
"SP","1980-06-20",1980,6,172,11100,0,237,11337
"SP","1980-06-21",1980,6,173,0,0,69.2,69.2
"SP","1980-06-22",1980,6,174,142,0,70.6,212.6
"SP","1980-06-23",1980,6,175,772,0,74.6,846.6
"SP","1980-06-24",1980,6,176,0,0,72.3,72.3
"SP","1980-06-25",1980,6,177,0,0,73.6,73.6
"SP","1980-06-26",1980,6,178,0,0,74.9,74.9
"SP","1980-06-27",1980,6,179,0,0,76.2,76.2
"SP","1980-06-28",1980,6,180,3750,0,114,3864
"SP","1980-06-29",1980,6,181,13900,0,288,14188
"SP","1980-06-30",1980,6,182,3580,0,121,3701
"SP","1980-07-01",1980,7,183,629,0,77.7,706.7
"SP","1980-07-02",1980,7,184,628,0,77,705
"SP","1980-07-03",1980,7,185,2100,0,103,2203
"SP","1980-07-04",1980,7,186,0,0,70.6,70.6
"SP","1980-07-05",1980,7,187,0,0,72.1,72.1
"SP","1980-07-06",1980,7,188,926,0,75.9,1001.9
"SP","1980-07-07",1980,7,189,0,0,74.2,74.2
"SP","1980-07-08",1980,7,190,0,0,75.5,75.5
"SP","1980-07-09",1980,7,191,987,0,79.8,1066.8
"SP","1980-07-10",1980,7,192,0,0,78.9,78.9
"SP","1980-07-11",1980,7,193,0,0,80.3,80.3
"SP","1980-07-12",1980,7,194,9230,0,207,9437
"SP","1980-07-13",1980,7,195,92.3,0,79,171.3
"SP","1980-07-14",1980,7,196,30.8,0,79.6,110.4
"SP","1980-07-15",1980,7,197,3440,0,125,3565
"SP","1980-07-16",1980,7,198,112,0,81.8,193.8
"SP","1980-07-17",1980,7,199,3290,0,127,3417
"SP","1980-07-18",1980,7,200,2140,0,114,2254
"SP","1980-07-19",1980,7,201,3360,0,123,3483
"SP","1980-07-20",1980,7,202,5500,0,164,5664
"SP","1980-07-21",1980,7,203,19700,0,368,20068
"SP","1980-07-22",1980,7,204,2350,0,97.8,2447.8
"SP","1980-07-23",1980,7,205,30.8,0,68.5,99.3
"SP","1980-07-24",1980,7,206,0,0,69.4,69.4
"SP","1980-07-25",1980,7,207,0,0,70.8,70.8
"SP","1980-07-26",1980,7,208,7430,0,171,7601
"SP","1980-07-27",1980,7,209,0,0,69.1,69.1
"SP","1980-07-28",1980,7,210,0,0,70.5,70.5
"SP","1980-07-29",1980,7,211,0,0,71.9,71.9
"SP","1980-07-30",1980,7,212,4630,0,133,4763
"SP","1980-07-31",1980,7,213,808,0,81.9,889.9
"SP","1980-08-01",1980,8,214,1260,0,91.7,1351.7
"SP","1980-08-02",1980,8,215,0,0,73.2,73.2
"SP","1980-08-03",1980,8,216,135,0,74.8,209.8
"SP","1980-08-04",1980,8,217,0,0,75.8,75.8
"SP","1980-08-05",1980,8,218,6860,0,164,7024
"SP","1980-08-06",1980,8,219,2140,0,107,2247
"SP","1980-08-07",1980,8,220,0,0,74.2,74.2
"SP","1980-08-08",1980,8,221,9480,0,206,9686
"SP","1980-08-09",1980,8,222,14400,0,291,14691
"SP","1980-08-10",1980,8,223,0,0,64.5,64.5
"SP","1980-08-11",1980,8,224,0,0,65.9,65.9
"SP","1980-08-12",1980,8,225,13200,0,253,13453
"SP","1980-08-13",1980,8,226,0,0,61.1,61.1
"SP","1980-08-14",1980,8,227,0,0,62.5,62.5
"SP","1980-08-15",1980,8,228,1460,0,75.8,1535.8
"SP","1980-08-16",1980,8,229,0,0,64.1,64.1
"SP","1980-08-17",1980,8,230,0,0,65.2,65.2
"SP","1980-08-18",1980,8,231,1030,0,69.8,1099.8
"SP","1980-08-19",1980,8,232,706,0,77.7,783.7
"SP","1980-08-20",1980,8,233,19000,0,820,19820
"SP","1980-08-21",1980,8,234,9340,0,4170,13510
"SP","1980-08-22",1980,8,235,9340,0,4940,14280
"SP","1980-08-23",1980,8,236,0,0,46.2,46.2
"SP","1980-08-24",1980,8,237,0,0,47.7,47.7
"SP","1980-08-25",1980,8,238,6590,0,123,6713
"SP","1980-08-26",1980,8,239,20300,0,12000,32300
"SP","1980-08-27",1980,8,240,28600,0,18800,47400
"SP","1980-08-28",1980,8,241,22800,0,15800,38600
"SP","1980-08-29",1980,8,242,274,0,148,422
"SP","1980-08-30",1980,8,243,262,0,25.2,287.2
"SP","1980-08-31",1980,8,244,6900,0,1670,8570
"SP","1980-09-01",1980,9,245,2780,0,318,3098
"SP","1980-09-02",1980,9,246,8450,0,4570,13020
"SP","1980-09-03",1980,9,247,29,0,25.5,54.5
"SP","1980-09-04",1980,9,248,3750,0,76.6,3826.6
"SP","1980-09-05",1980,9,249,19200,0,11400,30600
"SP","1980-09-06",1980,9,250,0,0,30.2,30.2
"SP","1980-09-07",1980,9,251,0,0,25.4,25.4
"SP","1980-09-08",1980,9,252,0,0,28.9,28.9
"SP","1980-09-09",1980,9,253,0,0,32.4,32.4
"SP","1980-09-10",1980,9,254,1120,0,42.2,1162.2
